	Addendum J for CY2025 ranks to determine primary assignment of comprehensive HCPCS codes									
24102	Arthrt elbow w/synovectomy	J1	5113	"3,153.64"	39	14	"3,581.82"	"1,927"	 	
27681	Release of lower leg tendons	J1	5113	"3,153.64"	33	8	"3,553.70"	"1,928"	 	
69726	Rmv ntr oi implt skl prq esp	J1	5113	"3,153.64"	24	20	"3,552.09"	"1,929"	 	
29886	Knee arthroscopy/surgery	J1	5113	"3,153.64"	11	2	"3,546.69"	"1,930"	 	
28313	Repair deformity of toe	J1	5113	"3,153.64"	845	31	"3,534.97"	"1,931"	 	
28100	Removal of ankle/heel lesion	J1	5113	"3,153.64"	191	48	"3,532.96"	"1,932"	 	
26370	Repair finger/hand tendon	J1	5113	"3,153.64"	83	16	"3,527.38"	"1,933"	 	
27884	Amputation follow-up surgery	J1	5113	"3,153.64"	72	64	"3,516.88"	"1,934"	 	
28050	Biopsy of foot joint lining	J1	5113	"3,153.64"	14	3	"3,491.21"	"1,935"	 	
29884	Knee arthroscopy/surgery	J1	5113	"3,153.64"	650	565	"3,477.59"	"1,936"	 	
26478	Lengthening of hand tendon	J1	5113	"3,153.64"	144	8	"3,471.39"	"1,937"	 	
24359	Repair elbow deb/attch open	J1	5113	"3,153.64"	421	273	"3,470.92"	"1,938"	 	
25230	Partial removal of radius	J1	5113	"3,153.64"	155	10	"3,468.23"	"1,939"	 	
26485	Transplant palm tendon	J1	5113	"3,153.64"	89	11	"3,465.36"	"1,940"	 	
25270	Repair forearm tendon/muscle	J1	5113	"3,153.64"	203	34	"3,453.14"	"1,941"	 	
27686	Revise lower leg tendons	J1	5113	"3,153.64"	116	3	"3,450.79"	"1,942"	 	
27345	Removal of knee cyst	J1	5113	"3,153.64"	112	44	"3,443.98"	"1,943"	 	
28292	Cor hlx vlgs rsc prx phlx bs	J1	5113	"3,153.64"	"1,817"	681	"3,440.27"	"1,944"	 	
28222	Release of foot tendons	J1	5113	"3,153.64"	23	7	"3,438.08"	"1,945"	 	
28003	Treatment of foot infection	J1	5113	"3,153.64"	117	56	"3,430.39"	"1,946"	 	
24147	Prtl exc bone olecrn process	J1	5113	"3,153.64"	98	37	"3,423.79"	"1,947"	 	
28308	Incision of metatarsal	J1	5113	"3,153.64"	"6,214"	693	"3,423.74"	"1,948"	 	
29876	Knee arthroscopy/surgery	J1	5113	"3,153.64"	"1,813"	438	"3,395.59"	"1,949"	 	
29873	Knee arthroscopy/surgery	J1	5113	"3,153.64"	500	128	"3,387.96"	"1,950"	 	
27620	Explore/treat ankle joint	J1	5113	"3,153.64"	98	36	"3,387.65"	"1,951"	 	
27497	Decompression of thigh/knee	J1	5113	"3,153.64"	2	1	"3,384.22"	"1,952"	 	
25210	Removal of wrist bone	J1	5113	"3,153.64"	588	120	"3,349.27"	"1,953"	 	
27635	Remove lower leg bone lesion	J1	5113	"3,153.64"	431	143	"3,336.10"	"1,954"	 	
25295	Release wrist/forearm tendon	J1	5113	"3,153.64"	455	88	"3,322.24"	"1,955"	 	
29840	Wrist arthroscopy	J1	5113	"3,153.64"	24	8	"3,322.05"	"1,956"	 	
25272	Repair forearm tendon/muscle	J1	5113	"3,153.64"	20	8	"3,298.54"	"1,957"	 	
26412	Repair/graft hand tendon	J1	5113	"3,153.64"	30	4	"3,291.33"	"1,958"	 	
28606	Treat foot dislocation	J1	5113	"3,153.64"	42	9	"3,291.15"	"1,959"	 	
28054	Biopsy of toe joint lining	J1	5113	"3,153.64"	22	9	"3,285.86"	"1,960"	 	
28344	Repair extra toe(s)	J1	5113	"3,153.64"	5	4	"3,282.10"	"1,961"	 	
28088	Excise foot tendon sheath	J1	5113	"3,153.64"	61	8	"3,267.77"	"1,962"	 	
26215	Remove/graft finger lesion	J1	5113	"3,153.64"	12	10	"3,266.91"	"1,963"	 	
25119	Partial removal of ulna	J1	5113	"3,153.64"	28	3	"3,258.32"	"1,964"	 	
25310	Transplant forearm tendon	J1	5113	"3,153.64"	"2,459"	163	"3,253.58"	"1,965"	 	
26502	Hand tendon reconstruction	J1	5113	"3,153.64"	35	8	"3,247.76"	"1,966"	 	
28111	Part removal of metatarsal	J1	5113	"3,153.64"	185	100	"3,231.47"	"1,967"	 	
28005	Treat foot bone lesion	J1	5113	"3,153.64"	278	179	"3,225.44"	"1,968"	 	
25240	Partial removal of ulna	J1	5113	"3,153.64"	420	66	"3,212.51"	"1,969"	 	
29870	Knee arthroscopy dx	J1	5113	"3,153.64"	95	72	"3,210.87"	"1,970"	 	
26910	Amputate metacarpal bone	J1	5113	"3,153.64"	251	171	"3,206.03"	"1,971"	 	
24305	Tendon lngth upr a/e ea tdn	J1	5113	"3,153.64"	216	9	"3,201.11"	"1,972"	 	
26685	Treat hand dislocation	J1	5113	"3,153.64"	23	11	"3,195.53"	"1,973"	 	
28226	Release of foot tendons	J1	5113	"3,153.64"	27	5	"3,180.99"	"1,974"	 	
25260	Repair forearm tendon/muscle	J1	5113	"3,153.64"	168	27	"3,168.18"	"1,975"	 	
29875	Knee arthroscopy/surgery	J1	5113	"3,153.64"	619	383	"3,166.00"	"1,976"	 	
29877	Knee arthroscopy/surgery	J1	5113	"3,153.64"	762	670	"3,165.45"	"1,977"	 	
27610	Explore/treat ankle joint	J1	5113	"3,153.64"	94	34	"3,165.09"	"1,978"	 	
29874	Knee arthroscopy/surgery	J1	5113	"3,153.64"	171	161	"3,163.35"	"1,979"	 	
26508	Release thumb contracture	J1	5113	"3,153.64"	31	0	"3,153.64"	"1,980"	 	
25300	Fusion of tendons at wrist	J1	5113	"3,153.64"	18	0	"3,153.64"	"1,981"	 	
25394	Repair carpal bone shorten	J1	5113	"3,153.64"	17	0	"3,153.64"	"1,982"	 	
26561	Repair of web finger	J1	5113	"3,153.64"	6	0	"3,153.64"	"1,983"	 	
26686	Treat hand dislocation	J1	5113	"3,153.64"	6	0	"3,153.64"	"1,984"	 	
29830	Elbow arthroscopy	J1	5113	"3,153.64"	6	0	"3,153.64"	"1,985"	 	
64823	Sympathectomy supfc palmar	J1	5113	"3,153.64"	6	0	"3,153.64"	"1,986"	 	
27105	Transfer of spinal muscle	J1	5113	"3,153.64"	5	0	"3,153.64"	"1,987"	 	
23145	Removal of bone lesion	J1	5113	"3,153.64"	4	0	"3,153.64"	"1,988"	 	
28341	Resect enlarged toe	J1	5113	"3,153.64"	3	0	"3,153.64"	"1,989"	 	
29904	Subtalar arthro w/fb rmvl	J1	5113	"3,153.64"	3	0	"3,153.64"	"1,990"	 	
20150	Excision epiphyseal bar	J1	5113	"3,153.64"	2	0	"3,153.64"	"1,991"	 	
24155	Resection of elbow joint	J1	5113	"3,153.64"	2	0	"3,153.64"	"1,992"	 	
25426	Repair/graft radius & ulna	J1	5113	"3,153.64"	2	0	"3,153.64"	"1,993"	 	
27647	Resect talus/calcaneus tum	J1	5113	"3,153.64"	2	0	"3,153.64"	"1,994"	 	
24125	Exc/crtg b1 cst/tum rds agrf	J1	5113	"3,153.64"	1	0	"3,153.64"	"1,995"	 	
25430	Vasc graft into carpal bone	J1	5113	"3,153.64"	1	0	"3,153.64"	"1,996"	 	
25907	Amputation follow-up surgery	J1	5113	"3,153.64"	1	0	"3,153.64"	"1,997"	 	
26499	Revision of finger	J1	5113	"3,153.64"	1	0	"3,153.64"	"1,998"	 	
26562	Repair of web finger	J1	5113	"3,153.64"	1	0	"3,153.64"	"1,999"	 	
27831	Treat lower leg dislocation	J1	5113	"3,153.64"	1	0	"3,153.64"	"2,000"	 	
0102T	Esw phy anes lat hmrl epcndl	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,001"	 	
0869T	Njx b1 sub mtrl hw fixj aug	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,002"	 	
20663	Application halo femoral	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,003"	 	
21742	Repair stern/nuss w/o scope	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,004"	 	
21743	Repair sternum/nuss w/scope	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,005"	 	
23172	Remove shoulder blade lesion	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,006"	 	
24136	Sequestrectomy radial h/n	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,007"	 	
24470	Revision of elbow joint	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,008"	 	
25370	Revise radius or ulna	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,009"	 	
25375	Revise radius & ulna	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,010"	 	
25448	Arthrp ntrcrpl/crp/mtcrp ssp	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,011"	 	
25450	Epiphysl arrst dstl rds/ulna	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,012"	 	
25455	Epiphysl arrst dstl rds&ulna	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,013"	 	
25492	Prophylactic tx radius&ulna	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,014"	 	
26517	Fusion of knuckle joints	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,015"	 	
26596	Excision constricting tissue	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,016"	 	
27111	Transfer of iliopsoas muscle	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,017"	 	
27730	Repair of tibia epiphysis	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,018"	 	
27732	Repair of fibula epiphysis	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,019"	 	
27734	Repair lower leg epiphyses	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,020"	 	
27740	Repair of leg epiphyses	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,021"	 	
27742	Repair of leg epiphyses	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,022"	 	
28171	Resect tarsal tumor	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,023"	 	
28340	Resect enlarged toe tissue	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,024"	 	
29843	Wrist arthroscopy/surgery	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,025"	 	
29900	Mcp joint arthroscopy dx	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,026"	 	
61892	Rmv sk-mnt crnl nstm pg/rcvr	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,027"	 	
69728	Rmv ntr oi imp sk tc>=100	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,028"	 	
D7874	Tmj arthroscopy disc reposit	J1	5113	"3,153.64"	0	0	"3,153.64"	"2,029"	 	
28119	Removal of heel spur	J1	5113	"3,153.64"	874	255	"3,151.55"	"2,030"	 	
25105	Remove wrist joint lining	J1	5113	"3,153.64"	107	18	"3,125.83"	"2,031"	 	
27656	Repair leg fascia defect	J1	5113	"3,153.64"	24	2	"3,123.10"	"2,032"	 	
28140	Removal of metatarsal	J1	5113	"3,153.64"	103	48	"3,119.02"	"2,033"	 	
28525	Treat toe fracture	J1	5113	"3,153.64"	99	61	"3,118.60"	"2,034"	 	
27860	Fixation of ankle joint	J1	5113	"3,153.64"	69	31	"3,117.46"	"2,035"	 	
27685	Revision of lower leg tendon	J1	5113	"3,153.64"	"1,920"	175	"3,094.56"	"2,036"	 	
29879	Knee arthroscopy/surgery	J1	5113	"3,153.64"	"1,546"	78	"3,093.18"	"2,037"	 	
25040	Explore/treat wrist joint	J1	5113	"3,153.64"	29	11	"3,073.22"	"2,038"	 	
28052	Biopsy of foot joint lining	J1	5113	"3,153.64"	15	10	"3,063.68"	"2,039"	 	
28225	Release of foot tendon	J1	5113	"3,153.64"	107	13	"3,054.79"	"2,040"	 	
26025	Drainage of palm bursa	J1	5113	"3,153.64"	10	7	"3,047.71"	"2,041"	 	
29893	Scope plantar fasciotomy	J1	5113	"3,153.64"	503	339	"3,046.41"	"2,042"	 	
27532	Treat knee fracture	J1	5113	"3,153.64"	39	20	"3,045.75"	"2,043"	 	
26357	Repair finger/hand tendon	J1	5113	"3,153.64"	17	5	"3,038.13"	"2,044"	 	
28173	Resect metatarsal tumor	J1	5113	"3,153.64"	42	30	"3,027.19"	"2,045"	 	
28122	Partial removal of foot bone	J1	5113	"3,153.64"	"2,355"	"1,021"	"3,026.34"	"2,046"	 	
28289	Corrj halux rigdus w/o implt	J1	5113	"3,153.64"	"2,010"	"1,373"	"3,020.19"	"2,047"	 	
23140	Removal of bone lesion	J1	5113	"3,153.64"	72	32	"3,008.36"	"2,048"	 	
27626	Remove ankle joint lining	J1	5113	"3,153.64"	99	13	"2,996.19"	"2,049"	 	
28636	Treat toe dislocation	J1	5113	"3,153.64"	46	10	"2,994.49"	"2,050"	 	
26483	Transplant/graft hand tendon	J1	5113	"3,153.64"	126	6	"2,990.72"	"2,051"	 	
26480	Transplant hand tendon	J1	5113	"3,153.64"	"2,635"	179	"2,990.33"	"2,052"	 	
29880	Knee arthroscopy/surgery	J1	5113	"3,153.64"	"11,402"	"9,796"	"2,990.27"	"2,053"	 	
26415	Excision hand/finger tendon	J1	5113	"3,153.64"	6	2	"2,979.69"	"2,054"	 	
20250	Biopsy vrt bdy open thoracic	J1	5113	"3,153.64"	32	14	"2,979.68"	"2,055"	 	
27340	Removal of kneecap bursa	J1	5113	"3,153.64"	435	308	"2,973.99"	"2,056"	 	
28810	Amputation toe & metatarsal	J1	5113	"3,153.64"	"1,918"	"1,229"	"2,967.26"	"2,057"	 	
29881	Knee arthroscopy/surgery	J1	5113	"3,153.64"	"16,159"	"13,824"	"2,947.15"	"2,058"	 	
26045	Release palm contracture	J1	5113	"3,153.64"	403	223	"2,935.14"	"2,059"	 	
29901	Mcp joint arthroscopy surg	J1	5113	"3,153.64"	11	7	"2,934.14"	"2,060"	 	
24120	Exc/crtg b1 cst/b9 tum rds	J1	5113	"3,153.64"	136	57	"2,928.41"	"2,061"	 	
26433	Repair finger tendon	J1	5113	"3,153.64"	75	48	"2,919.56"	"2,062"	 	
26449	Release forearm/hand tendon	J1	5113	"3,153.64"	52	7	"2,913.09"	"2,063"	 	
26350	Repair finger/hand tendon	J1	5113	"3,153.64"	353	67	"2,905.49"	"2,064"	 	
27087	Remove hip foreign body	J1	5113	"3,153.64"	20	16	"2,903.18"	"2,065"	 	
28250	Revision of foot fascia	J1	5113	"3,153.64"	57	10	"2,897.51"	"2,066"	 	
27606	Incision of achilles tendon	J1	5113	"3,153.64"	460	71	"2,895.85"	"2,067"	 	
28285	Repair of hammertoe	J1	5113	"3,153.64"	"27,904"	"3,236"	"2,893.41"	"2,068"	 	
26426	Repair finger/hand tendon	J1	5113	"3,153.64"	168	46	"2,893.30"	"2,069"	 	
28496	Treat big toe fracture	J1	5113	"3,153.64"	35	23	"2,884.52"	"2,070"	 	
22315	Closed tx vert fx w/manj	J1	5113	"3,153.64"	3	2	"2,882.10"	"2,071"	 	
25606	Perq skel fixj dstl rdl fx	J1	5113	"3,153.64"	427	294	"2,880.59"	"2,072"	 	
26715	Treat knuckle dislocation	J1	5113	"3,153.64"	74	42	"2,869.06"	"2,073"	 	
26477	Tendon shortening	J1	5113	"3,153.64"	24	1	"2,861.74"	"2,074"	 	
27006	Incision of hip tendons	J1	5113	"3,153.64"	181	130	"2,860.60"	"2,075"	 	
28288	Partial removal of foot bone	J1	5113	"3,153.64"	"1,265"	326	"2,860.34"	"2,076"	 	
25130	Removal of wrist lesion	J1	5113	"3,153.64"	105	20	"2,859.45"	"2,077"	 	
28072	Removal of foot joint lining	J1	5113	"3,153.64"	74	2	"2,859.39"	"2,078"	 	
28112	Part removal of metatarsal	J1	5113	"3,153.64"	"1,250"	278	"2,854.62"	"2,079"	 	
25023	Decompress forearm 1 space	J1	5113	"3,153.64"	20	7	"2,841.89"	"2,080"	 	
27687	Revision of calf tendon	J1	5113	"3,153.64"	"3,193"	327	"2,841.24"	"2,081"	 	
21336	Open tx septal fx w/wo stabj	J1	5113	"3,153.64"	58	19	"2,839.29"	"2,082"	 	
24105	Excision olecranon bursa	J1	5113	"3,153.64"	"1,467"	"1,187"	"2,835.23"	"2,083"	 	
26135	Revise finger joint each	J1	5113	"3,153.64"	121	14	"2,824.69"	"2,084"	 	
26123	Release palm contracture	J1	5113	"3,153.64"	"4,272"	"3,254"	"2,813.07"	"2,085"	 	
29845	Wrist arthroscopy/surgery	J1	5113	"3,153.64"	48	15	"2,795.78"	"2,086"	 	
28062	Removal of foot fascia	J1	5113	"3,153.64"	27	17	"2,794.14"	"2,087"	 	
27333	Removal of knee cartilage	J1	5113	"3,153.64"	5	3	"2,789.78"	"2,088"	 	
24110	Exc/curtg b1 cst/b9 tum hum	J1	5113	"3,153.64"	36	7	"2,787.11"	"2,089"	 	
26020	Drain hand tendon sheath	J1	5113	"3,153.64"	145	89	"2,762.43"	"2,090"	 	
28270	Release of foot contracture	J1	5113	"3,153.64"	"3,727"	124	"2,750.37"	"2,091"	 	
28020	Exploration of foot joint	J1	5113	"3,153.64"	60	13	"2,747.92"	"2,092"	 	
24358	Repair elbow w/deb open	J1	5113	"3,153.64"	207	105	"2,746.43"	"2,093"	 	
27625	Remove ankle joint lining	J1	5113	"3,153.64"	79	14	"2,745.30"	"2,094"	 	
26479	Shortening of hand tendon	J1	5113	"3,153.64"	5	1	"2,724.14"	"2,095"	 	
25931	Amputation follow-up surgery	J1	5113	"3,153.64"	4	2	"2,720.98"	"2,096"	 	
26037	Decompress fingers/hand	J1	5113	"3,153.64"	33	10	"2,716.75"	"2,097"	 	
28110	Part removal of metatarsal	J1	5113	"3,153.64"	"1,737"	599	"2,713.99"	"2,098"	 	
28675	Repair of toe dislocation	J1	5113	"3,153.64"	39	22	"2,696.18"	"2,099"	 	
25671	Perq skel fix rad/uln dislc	J1	5113	"3,153.64"	17	2	"2,677.79"	"2,100"	 	
28022	Exploration of foot joint	J1	5113	"3,153.64"	126	50	"2,668.67"	"2,101"	 	
28666	Treat toe dislocation	J1	5113	"3,153.64"	15	6	"2,668.57"	"2,102"	 	
28104	Removal of foot lesion	J1	5113	"3,153.64"	952	445	"2,662.84"	"2,103"	 	
28545	Treat foot dislocation	J1	5113	"3,153.64"	2	1	"2,655.45"	"2,104"	 	
28060	Partial removal foot fascia	J1	5113	"3,153.64"	366	170	"2,637.85"	"2,105"	 	
26608	Treat metacarpal fracture	J1	5113	"3,153.64"	409	267	"2,632.73"	"2,106"	 	
28113	Part removal of metatarsal	J1	5113	"3,153.64"	857	380	"2,626.86"	"2,107"	 	
26445	Release hand/finger tendon	J1	5113	"3,153.64"	605	82	"2,626.30"	"2,108"	 	
26230	Partial removal of hand bone	J1	5113	"3,153.64"	107	16	"2,620.58"	"2,109"	 	
28315	Removal of sesamoid bone	J1	5113	"3,153.64"	678	303	"2,610.68"	"2,110"	 	
26075	Explore/treat finger joint	J1	5113	"3,153.64"	83	31	"2,604.57"	"2,111"	 	
27630	Removal of tendon lesion	J1	5113	"3,153.64"	235	135	"2,596.36"	"2,112"	 	
26373	Repair finger/hand tendon	J1	5113	"3,153.64"	8	2	"2,594.61"	"2,113"	 	
26952	Amputation of finger/thumb	J1	5113	"3,153.64"	455	319	"2,590.05"	"2,114"	 	
26105	Biopsy finger joint lining	J1	5113	"3,153.64"	15	6	"2,575.34"	"2,115"	 	
26121	Release palm contracture	J1	5113	"3,153.64"	720	281	"2,571.91"	"2,116"	 	
26650	Treat thumb fracture	J1	5113	"3,153.64"	61	48	"2,570.88"	"2,117"	 	
26676	Pin hand dislocation	J1	5113	"3,153.64"	51	28	"2,570.37"	"2,118"	 	
27347	Remove knee cyst	J1	5113	"3,153.64"	103	49	"2,564.68"	"2,119"	 	
26471	Fusion of finger tendons	J1	5113	"3,153.64"	84	6	"2,511.27"	"2,120"	 	
25109	Excise tendon forearm/wrist	J1	5113	"3,153.64"	65	11	"2,508.19"	"2,121"	 	
28280	Fusion of toes	J1	5113	"3,153.64"	110	26	"2,490.69"	"2,122"	 	
26765	Treat finger fracture each	J1	5113	"3,153.64"	507	211	"2,488.39"	"2,123"	 	
26785	Treat finger dislocation	J1	5113	"3,153.64"	172	104	"2,488.13"	"2,124"	 	
26416	Graft hand or finger tendon	J1	5113	"3,153.64"	3	1	"2,480.22"	"2,125"	 	
28008	Incision of foot fascia	J1	5113	"3,153.64"	599	269	"2,473.74"	"2,126"	 	
28124	Partial removal of toe	J1	5113	"3,153.64"	"2,098"	900	"2,473.39"	"2,127"	 	
28160	Partial removal of toe	J1	5113	"3,153.64"	545	246	"2,471.18"	"2,128"	 	
28286	Repair of hammertoe	J1	5113	"3,153.64"	54	15	"2,453.84"	"2,129"	 	
26510	Thumb tendon transfer	J1	5113	"3,153.64"	43	5	"2,445.01"	"2,130"	 	
26497	Finger tendon transfer	J1	5113	"3,153.64"	107	15	"2,420.89"	"2,131"	 	
26442	Release palm & finger tendon	J1	5113	"3,153.64"	255	32	"2,415.98"	"2,132"	 	
28126	Partial removal of toe	J1	5113	"3,153.64"	157	57	"2,415.39"	"2,133"	 	
26428	Repair/graft finger tendon	J1	5113	"3,153.64"	30	6	"2,408.49"	"2,134"	 	
23100	Biopsy of shoulder joint	J1	5113	"3,153.64"	15	8	"2,406.20"	"2,135"	 	
28820	Amputation of toe	J1	5113	"3,153.64"	"6,639"	"4,571"	"2,387.53"	"2,136"	 	
26951	Amputation of finger/thumb	J1	5113	"3,153.64"	"2,266"	"1,362"	"2,377.93"	"2,137"	 	
25116	Remove wrist/forearm lesion	J1	5113	"3,153.64"	459	191	"2,373.77"	"2,138"	 	
26727	Treat finger fracture each	J1	5113	"3,153.64"	"1,064"	651	"2,371.93"	"2,139"	 	
28150	Removal of toe	J1	5113	"3,153.64"	59	34	"2,366.07"	"2,140"	 	
26591	Repair muscles of hand	J1	5113	"3,153.64"	32	4	"2,354.73"	"2,141"	 	
25028	Drainage of forearm lesion	J1	5113	"3,153.64"	85	67	"2,351.53"	"2,142"	 	
26776	Pin finger dislocation	J1	5113	"3,153.64"	84	42	"2,351.11"	"2,143"	 	
28825	Partial amputation of toe	J1	5113	"3,153.64"	"4,283"	"2,974"	"2,344.40"	"2,144"	 	
26756	Pin finger fracture each	J1	5113	"3,153.64"	219	151	"2,333.07"	"2,145"	 	
27395	Lengthening of thigh tendons	J1	5113	"3,153.64"	5	2	"2,324.13"	"2,146"	 	
24310	Tnot opn elbw to sho ea tdn	J1	5113	"3,153.64"	49	5	"2,320.95"	"2,147"	 	
26437	Realignment of tendons	J1	5113	"3,153.64"	687	193	"2,291.55"	"2,148"	 	
25301	Fusion of tendons at wrist	J1	5113	"3,153.64"	62	2	"2,263.57"	"2,149"	 	
24357	Repair elbow perc	J1	5113	"3,153.64"	200	162	"2,249.10"	"2,150"	 	
25645	Optx crpl fx oth/thn scph ea	J1	5113	"3,153.64"	26	3	"2,231.49"	"2,151"	 	
26520	Release knuckle contracture	J1	5113	"3,153.64"	265	18	"2,207.95"	"2,152"	 	
28153	Partial removal of toe	J1	5113	"3,153.64"	156	57	"2,183.58"	"2,153"	 	
25151	Partial removal of radius	J1	5113	"3,153.64"	32	2	"2,173.78"	"2,154"	 	
25290	Incise wrist/forearm tendon	J1	5113	"3,153.64"	365	26	"2,088.26"	"2,155"	 	
25101	Explore/treat wrist joint	J1	5113	"3,153.64"	55	19	"2,069.50"	"2,156"	 	
69727	Rmv ntr oi imp sk tc esp<100	J1	5113	"3,153.64"	3	3	"2,050.62"	"2,157"	 	
26450	Incision of palm tendon	J1	5113	"3,153.64"	35	5	"2,031.06"	"2,158"	 	
26607	Treat metacarpal fracture	J1	5113	"3,153.64"	6	4	"2,026.51"	"2,159"	 	
23101	Shoulder joint surgery	J1	5113	"3,153.64"	10	8	"2,019.72"	"2,160"	 	
25100	Biopsy of wrist joint	J1	5113	"3,153.64"	27	7	"1,978.57"	"2,161"	 	
27604	Drain lower leg bursa	J1	5113	"3,153.64"	7	4	"1,917.03"	"2,162"	 	
25024	Decompress forearm 2 spaces	J1	5113	"3,153.64"	5	1	"1,890.85"	"2,163"	 	
21720	Revision of neck muscle	J1	5113	"3,153.64"	4	3	"1,876.32"	"2,164"	 	
27307	Incision of thigh tendons	J1	5113	"3,153.64"	35	31	"1,863.46"	"2,165"	 	
29844	Wrist arthroscopy/surgery	J1	5113	"3,153.64"	37	7	"1,859.87"	"2,166"	 	
28575	Treat foot dislocation	J1	5113	"3,153.64"	6	5	"1,859.69"	"2,167"	 	
27391	Incision of thigh tendons	J1	5113	"3,153.64"	7	1	"1,849.49"	"2,168"	 	
26706	Pin knuckle dislocation	J1	5113	"3,153.64"	25	1	"1,804.98"	"2,169"	 	
27035	Denervation of hip joint	J1	5113	"3,153.64"	8	8	"1,781.82"	"2,170"	 	
26587	Reconstruct extra finger	J1	5113	"3,153.64"	7	5	"1,734.81"	"2,171"	 	
26250	Extensive hand surgery	J1	5113	"3,153.64"	4	1	"1,730.71"	"2,172"	 	
27306	Incision of thigh tendon	J1	5113	"3,153.64"	141	125	"1,693.04"	"2,173"	 	
27267	Cltx thigh fx	J1	5113	"3,153.64"	2	2	"1,657.44"	"2,174"	 	
25001	Incise flexor carpi radialis	J1	5113	"3,153.64"	33	10	"1,614.66"	"2,175"	 	
26035	Decompress fingers/hand	J1	5113	"3,153.64"	2	2	"1,577.03"	"2,176"	 	
20555	Place ndl musc/tis for rt	J1	5113	"3,153.64"	11	7	"1,505.65"	"2,177"	 	
25651	Perq skel fix ulnar styld fx	J1	5113	"3,153.64"	72	3	"1,403.58"	"2,178"	 	
26550	Pollicization digit	J1	5113	"3,153.64"	1	1	"1,191.05"	"2,179"	 	
21502	I&d dp abs/hmtm nck rib ostc	J1	5113	"3,153.64"	2	2	"1,173.74"	"2,180"	 	
27202	Treat tail bone fracture	J1	5113	"3,153.64"	1	1	653.16	"2,181"	 	
26580	Repair cleft hand	J1	5113	"3,153.64"	3	2	431.41	"2,182"	 	
27894	Decompression of leg	J1	5113	"3,153.64"	1	1	320.19	"2,183"	 	
75898	Follow-up angiography	J1	5183	"3,101.23"	696	150	"12,183.16"	"2,184"	 	
33275	Tcat rmvl perm ldls pm w/img	J1	5183	"3,101.23"	29	6	"10,910.86"	"2,185"	 	
75870	Vein x-ray skull	J1	5183	"3,101.23"	114	102	"10,026.99"	"2,186"	 	
75887	Vein x-ray liver w/o hemodyn	J1	5183	"3,101.23"	276	101	"9,888.52"	"2,187"	 	
34421	Removal of vein clot	J1	5183	"3,101.23"	5	4	"9,424.66"	"2,188"	 	
75731	Artery x-rays adrenal gland	J1	5183	"3,101.23"	30	7	"8,846.22"	"2,189"	 	
30920	Ligation upper jaw artery	J1	5183	"3,101.23"	15	3	"7,559.13"	"2,190"	 	
37600	Ligation xtrnl carotid art	J1	5183	"3,101.23"	5	1	"7,366.51"	"2,191"	 	
37605	Ligation int/com carotid art	J1	5183	"3,101.23"	1	1	"7,341.52"	"2,192"	 	
37735	Lig&div&compl strpg saph vn	J1	5183	"3,101.23"	2	2	"5,838.24"	"2,193"	 	
33226	Reposition l ventric lead	J1	5183	"3,101.23"	66	45	"5,803.12"	"2,194"	 	
37212	Thrombolytic venous therapy	J1	5183	"3,101.23"	84	42	"5,711.67"	"2,195"	 	
75810	Vein x-ray spleen/liver	J1	5183	"3,101.23"	12	3	"5,217.72"	"2,196"	 	
36640	Insertion catheter artery	J1	5183	"3,101.23"	2	2	"5,111.24"	"2,197"	 	
30915	Ligation nasal sinus artery	J1	5183	"3,101.23"	6	3	"4,980.12"	"2,198"	 	
37615	Ligation major artery neck	J1	5183	"3,101.23"	8	4	"4,773.84"	"2,199"	 	
37650	Ligation of femoral vein	J1	5183	"3,101.23"	140	5	"4,768.70"	"2,200"	 	
37214	Cessj therapy cath removal	J1	5183	"3,101.23"	59	5	"4,759.44"	"2,201"	 	
75805	Lymph vessel x-ray trunk	J1	5183	"3,101.23"	54	18	"4,715.40"	"2,202"	 	
